,COUNTRY,iso3,year,de_jure,weighted_de_jure,legal_rule_count_total,de_jure_total,weighted_de_jure_total,weighted_de_jure_C,weighted_de_jure_I,weighted_de_jure_P,weighted_de_jure_GOV.PROT,weighted_de_jure_EXPRESSION,weighted_de_jure_OBLIGATION
8116,Venezuela,VEN,1957,0,0,0,0,0,0,0,0,0,0,0
8117,Venezuela,VEN,1958,0,0,0,0,0,0,0,0,0,0,0
8118,Venezuela,VEN,1959,0,0,0,0,0,0,0,0,0,0,0
8119,Venezuela,VEN,1960,0,0,0,0,0,0,0,0,0,0,0
8120,Venezuela,VEN,1961,0,0,0,0,0,0,0,0,0,0,0
8121,Venezuela,VEN,1962,0,0,0,0,0,0,0,0,0,0,0
8122,Venezuela,VEN,1963,0,0,0,0,0,0,0,0,0,0,0
8123,Venezuela,VEN,1964,0,0,0,0,0,0,0,0,0,0,0
8124,Venezuela,VEN,1965,0,0,0,0,0,0,0,0,0,0,0
8125,Venezuela,VEN,1966,0,0,0,0,0,0,0,0,0,0,0
8126,Venezuela,VEN,1967,0,0,0,0,0,0,0,0,0,0,0
8127,Venezuela,VEN,1968,0,0,0,0,0,0,0,0,0,0,0
8128,Venezuela,VEN,1969,0,0,0,0,0,0,0,0,0,0,0
8129,Venezuela,VEN,1970,0,0,0,0,0,0,0,0,0,0,0
8130,Venezuela,VEN,1971,0,0,0,0,0,0,0,0,0,0,0
8131,Venezuela,VEN,1972,0,0,0,0,0,0,0,0,0,0,0
8132,Venezuela,VEN,1973,0,0,0,0,0,0,0,0,0,0,0
8133,Venezuela,VEN,1974,0,0,0,0,0,0,0,0,0,0,0
8134,Venezuela,VEN,1975,0,0,0,0,0,0,0,0,0,0,0
8135,Venezuela,VEN,1976,0,0,0,0,0,0,0,0,0,0,0
8136,Venezuela,VEN,1977,0,0,0,0,0,0,0,0,0,0,0
8137,Venezuela,VEN,1978,0,0,0,0,0,0,0,0,0,0,0
8138,Venezuela,VEN,1979,0,0,0,0,0,0,0,0,0,0,0
8139,Venezuela,VEN,1980,0,0,0,0,0,0,0,0,0,0,0
8140,Venezuela,VEN,1981,0,0,0,0,0,0,0,0,0,0,0
8141,Venezuela,VEN,1982,0,0,0,0,0,0,0,0,0,0,0
8142,Venezuela,VEN,1983,0,0,0,0,0,0,0,0,0,0,0
8143,Venezuela,VEN,1984,0,0,0,0,0,0,0,0,0,0,0
8144,Venezuela,VEN,1985,0,0,0,0,0,0,0,0,0,0,0
8145,Venezuela,VEN,1986,0,0,0,0,0,0,0,0,0,0,0
8146,Venezuela,VEN,1987,0,0,0,0,0,0,0,0,0,0,0
8147,Venezuela,VEN,1988,0,0,0,0,0,0,0,0,0,0,0
8148,Venezuela,VEN,1989,0,0,0,0,0,0,0,0,0,0,0
8149,Venezuela,VEN,1990,0,0,0,0,0,0,0,0,0,0,0
8150,Venezuela,VEN,1991,0,0,0,0,0,0,0,0,0,0,0
8151,Venezuela,VEN,1992,0,0,0,0,0,0,0,0,0,0,0
8152,Venezuela,VEN,1993,0,0,0,0,0,0,0,0,0,0,0
8153,Venezuela,VEN,1994,0,0,0,0,0,0,0,0,0,0,0
8154,Venezuela,VEN,1995,1,0.895833333,8,8,7.166666667,0,0,0.791666667,1,0.666666667,0.928571429
8155,Venezuela,VEN,1996,1,0.895833333,8,8,7.166666667,0,0,0.791666667,1,0.666666667,0.928571429
8156,Venezuela,VEN,1997,1,0.895833333,8,8,7.166666667,0,0,0.791666667,1,0.666666667,0.928571429
8157,Venezuela,VEN,1998,1,0.895833333,8,8,7.166666667,0,0,0.791666667,1,0.666666667,0.928571429
8158,Venezuela,VEN,1999,1,0.895833333,8,8,7.166666667,0,0,0.791666667,1,0.666666667,0.928571429
8159,Venezuela,VEN,2000,0.441860465,0.365633075,43,19,15.72222222,0.281481481,0.666666667,0.097222222,0.636363636,0.12037037,0.675438596
8160,Venezuela,VEN,2001,0.466666667,0.39382716,45,21,17.72222222,0.366013072,0.666666667,0.097222222,0.636363636,0.188034188,0.675438596
8161,Venezuela,VEN,2002,0.466666667,0.39382716,45,21,17.72222222,0.366013072,0.666666667,0.097222222,0.636363636,0.188034188,0.675438596
8162,Venezuela,VEN,2003,0.466666667,0.39382716,45,21,17.72222222,0.366013072,0.666666667,0.097222222,0.636363636,0.188034188,0.675438596
8163,Venezuela,VEN,2004,0.466666667,0.39382716,45,21,17.72222222,0.366013072,0.666666667,0.097222222,0.636363636,0.188034188,0.675438596
8164,Venezuela,VEN,2005,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8165,Venezuela,VEN,2006,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8166,Venezuela,VEN,2007,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8167,Venezuela,VEN,2008,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8168,Venezuela,VEN,2009,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8169,Venezuela,VEN,2010,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8170,Venezuela,VEN,2011,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8171,Venezuela,VEN,2012,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8172,Venezuela,VEN,2013,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8173,Venezuela,VEN,2014,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8174,Venezuela,VEN,2015,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8175,Venezuela,VEN,2016,0.531914894,0.443262411,47,25,20.83333333,0.366013072,0.666666667,0.24537037,0.636363636,0.285714286,0.675438596
8176,Venezuela,VEN,2017,0.653333333,0.563703704,75,49,42.27777778,0.592592593,0.706349206,0.434640523,0.529411765,0.543981481,0.598765432
8177,Venezuela,VEN,2018,0.653333333,0.563703704,75,49,42.27777778,0.592592593,0.706349206,0.434640523,0.529411765,0.543981481,0.598765432
8178,Venezuela,VEN,2019,0.653333333,0.563703704,75,49,42.27777778,0.592592593,0.706349206,0.434640523,0.529411765,0.543981481,0.598765432
8179,Venezuela,VEN,2020,0.653333333,0.563703704,75,49,42.27777778,0.592592593,0.706349206,0.434640523,0.529411765,0.543981481,0.598765432
8180,Venezuela,VEN,2021,0.653333333,0.563703704,75,49,42.27777778,0.592592593,0.706349206,0.434640523,0.529411765,0.543981481,0.598765432
8181,Venezuela,VEN,2022,0.653333333,0.563703704,75,49,42.27777778,0.592592593,0.706349206,0.434640523,0.529411765,0.543981481,0.598765432
8182,Venezuela,VEN,2023,0.653333333,0.563703704,75,49,42.27777778,0.592592593,0.706349206,0.434640523,0.529411765,0.543981481,0.598765432
8183,Venezuela,VEN,2024,0.647058824,0.567973856,85,55,48.27777778,0.580645161,0.706349206,0.434640523,0.565217391,0.540598291,0.611111111
8184,Venezuela,VEN,2025,0.647058824,0.567973856,85,55,48.27777778,0.580645161,0.706349206,0.434640523,0.565217391,0.540598291,0.611111111
2113,El Salvador,SLV,1894,0,0,0,0,0,0,0,0,0,0,0
2114,El Salvador,SLV,1895,0,0,0,0,0,0,0,0,0,0,0
2115,El Salvador,SLV,1896,0,0,0,0,0,0,0,0,0,0,0
2116,El Salvador,SLV,1897,0,0,0,0,0,0,0,0,0,0,0
2117,El Salvador,SLV,1898,0,0,0,0,0,0,0,0,0,0,0
2118,El Salvador,SLV,1899,0,0,0,0,0,0,0,0,0,0,0
2119,El Salvador,SLV,1900,0,0,0,0,0,0,0,0,0,0,0
2120,El Salvador,SLV,1901,0,0,0,0,0,0,0,0,0,0,0
2121,El Salvador,SLV,1902,0,0,0,0,0,0,0,0,0,0,0
2122,El Salvador,SLV,1903,0,0,0,0,0,0,0,0,0,0,0
2123,El Salvador,SLV,1904,0,0,0,0,0,0,0,0,0,0,0
2124,El Salvador,SLV,1905,0,0,0,0,0,0,0,0,0,0,0
2125,El Salvador,SLV,1906,0,0,0,0,0,0,0,0,0,0,0
2126,El Salvador,SLV,1907,0,0,0,0,0,0,0,0,0,0,0
2127,El Salvador,SLV,1908,0,0,0,0,0,0,0,0,0,0,0
2128,El Salvador,SLV,1909,0,0,0,0,0,0,0,0,0,0,0
2129,El Salvador,SLV,1910,0,0,0,0,0,0,0,0,0,0,0
2130,El Salvador,SLV,1911,0,0,0,0,0,0,0,0,0,0,0
2131,El Salvador,SLV,1912,0,0,0,0,0,0,0,0,0,0,0
2132,El Salvador,SLV,1913,0,0,0,0,0,0,0,0,0,0,0
2133,El Salvador,SLV,1914,0,0,0,0,0,0,0,0,0,0,0
2134,El Salvador,SLV,1915,0,0,0,0,0,0,0,0,0,0,0
2135,El Salvador,SLV,1916,0,0,0,0,0,0,0,0,0,0,0
2136,El Salvador,SLV,1917,0,0,0,0,0,0,0,0,0,0,0
2137,El Salvador,SLV,1918,0,0,0,0,0,0,0,0,0,0,0
2138,El Salvador,SLV,1919,0,0,0,0,0,0,0,0,0,0,0
2139,El Salvador,SLV,1920,0,0,0,0,0,0,0,0,0,0,0
2140,El Salvador,SLV,1921,0,0,0,0,0,0,0,0,0,0,0
2141,El Salvador,SLV,1922,0,0,0,0,0,0,0,0,0,0,0
2142,El Salvador,SLV,1923,0,0,0,0,0,0,0,0,0,0,0
2143,El Salvador,SLV,1924,0,0,0,0,0,0,0,0,0,0,0
2144,El Salvador,SLV,1925,0,0,0,0,0,0,0,0,0,0,0
2145,El Salvador,SLV,1926,0,0,0,0,0,0,0,0,0,0,0
2146,El Salvador,SLV,1927,0,0,0,0,0,0,0,0,0,0,0
2147,El Salvador,SLV,1928,0,0,0,0,0,0,0,0,0,0,0
2148,El Salvador,SLV,1929,0,0,0,0,0,0,0,0,0,0,0
2149,El Salvador,SLV,1930,0,0,0,0,0,0,0,0,0,0,0
2150,El Salvador,SLV,1931,0,0,0,0,0,0,0,0,0,0,0
2151,El Salvador,SLV,1932,0,0,0,0,0,0,0,0,0,0,0
2152,El Salvador,SLV,1933,0,0,0,0,0,0,0,0,0,0,0
2153,El Salvador,SLV,1934,0,0,0,0,0,0,0,0,0,0,0
2154,El Salvador,SLV,1935,0,0,0,0,0,0,0,0,0,0,0
2155,El Salvador,SLV,1936,0,0,0,0,0,0,0,0,0,0,0
2156,El Salvador,SLV,1937,0,0,0,0,0,0,0,0,0,0,0
2157,El Salvador,SLV,1938,0,0,0,0,0,0,0,0,0,0,0
2158,El Salvador,SLV,1939,0,0,0,0,0,0,0,0,0,0,0
2159,El Salvador,SLV,1940,0,0,0,0,0,0,0,0,0,0,0
2160,El Salvador,SLV,1941,0,0,0,0,0,0,0,0,0,0,0
2161,El Salvador,SLV,1942,0,0,0,0,0,0,0,0,0,0,0
2162,El Salvador,SLV,1943,0,0,0,0,0,0,0,0,0,0,0
2163,El Salvador,SLV,1944,0,0,0,0,0,0,0,0,0,0,0
2164,El Salvador,SLV,1945,0,0,0,0,0,0,0,0,0,0,0
2165,El Salvador,SLV,1946,0,0,0,0,0,0,0,0,0,0,0
2166,El Salvador,SLV,1947,0,0,0,0,0,0,0,0,0,0,0
2167,El Salvador,SLV,1948,0,0,0,0,0,0,0,0,0,0,0
2168,El Salvador,SLV,1949,0,0,0,0,0,0,0,0,0,0,0
2169,El Salvador,SLV,1950,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2170,El Salvador,SLV,1951,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2171,El Salvador,SLV,1952,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2172,El Salvador,SLV,1953,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2173,El Salvador,SLV,1954,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2174,El Salvador,SLV,1955,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2175,El Salvador,SLV,1956,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2176,El Salvador,SLV,1957,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2177,El Salvador,SLV,1958,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2178,El Salvador,SLV,1959,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2179,El Salvador,SLV,1960,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2180,El Salvador,SLV,1961,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2181,El Salvador,SLV,1962,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2182,El Salvador,SLV,1963,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2183,El Salvador,SLV,1964,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2184,El Salvador,SLV,1965,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2185,El Salvador,SLV,1966,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2186,El Salvador,SLV,1967,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2187,El Salvador,SLV,1968,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2188,El Salvador,SLV,1969,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2189,El Salvador,SLV,1970,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2190,El Salvador,SLV,1971,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2191,El Salvador,SLV,1972,1,0.888888889,4,4,3.555555556,0,0,0.851851852,1,0.888888889,0.888888889
2192,El Salvador,SLV,1973,0,0,0,0,0,0,0,0,0,0,0
2193,El Salvador,SLV,1974,0,0,0,0,0,0,0,0,0,0,0
2194,El Salvador,SLV,1975,0,0,0,0,0,0,0,0,0,0,0
2195,El Salvador,SLV,1976,0,0,0,0,0,0,0,0,0,0,0
2196,El Salvador,SLV,1977,0,0,0,0,0,0,0,0,0,0,0
2197,El Salvador,SLV,1978,0,0,0,0,0,0,0,0,0,0,0
2198,El Salvador,SLV,1979,0,0,0,0,0,0,0,0,0,0,0
2199,El Salvador,SLV,1980,0,0,0,0,0,0,0,0,0,0,0
2200,El Salvador,SLV,1981,0,0,0,0,0,0,0,0,0,0,0
2201,El Salvador,SLV,1982,0,0,0,0,0,0,0,0,0,0,0
2202,El Salvador,SLV,1983,1,1,5,5,5,1,0,0,1,1,1
2203,El Salvador,SLV,1984,1,1,5,5,5,1,0,0,1,1,1
2204,El Salvador,SLV,1985,1,1,5,5,5,1,0,0,1,1,1
2205,El Salvador,SLV,1986,1,1,5,5,5,1,0,0,1,1,1
2206,El Salvador,SLV,1987,1,1,5,5,5,1,0,0,1,1,1
2207,El Salvador,SLV,1988,1,1,5,5,5,1,0,0,1,1,1
2208,El Salvador,SLV,1989,1,1,5,5,5,1,0,0,1,1,1
2209,El Salvador,SLV,1990,1,1,5,5,5,1,0,0,1,1,1
2210,El Salvador,SLV,1991,1,1,5,5,5,1,0,0,1,1,1
2211,El Salvador,SLV,1992,1,1,5,5,5,1,0,0,1,1,1
2212,El Salvador,SLV,1993,1,1,5,5,5,1,0,0,1,1,1
2213,El Salvador,SLV,1994,1,1,5,5,5,1,0,0,1,1,1
2214,El Salvador,SLV,1995,1,1,5,5,5,1,0,0,1,1,1
2215,El Salvador,SLV,1996,1,1,5,5,5,1,0,0,1,1,1
2216,El Salvador,SLV,1997,1,0.891534392,21,21,18.72222222,0.975308642,0.666666667,0.824074074,1,0.935185185,0.833333333
2217,El Salvador,SLV,1998,1,0.891534392,21,21,18.72222222,0.975308642,0.666666667,0.824074074,1,0.935185185,0.833333333
2218,El Salvador,SLV,1999,1,0.891534392,21,21,18.72222222,0.975308642,0.666666667,0.824074074,1,0.935185185,0.833333333
2219,El Salvador,SLV,2000,1,0.891534392,21,21,18.72222222,0.975308642,0.666666667,0.824074074,1,0.935185185,0.833333333
2220,El Salvador,SLV,2001,1,0.891534392,21,21,18.72222222,0.975308642,0.666666667,0.824074074,1,0.935185185,0.833333333
2221,El Salvador,SLV,2002,1,0.891534392,21,21,18.72222222,0.975308642,0.666666667,0.824074074,1,0.935185185,0.833333333
2222,El Salvador,SLV,2003,1,0.891534392,21,21,18.72222222,0.975308642,0.666666667,0.824074074,1,0.935185185,0.833333333
2223,El Salvador,SLV,2004,1,0.891534392,21,21,18.72222222,0.975308642,0.666666667,0.824074074,1,0.935185185,0.833333333
2224,El Salvador,SLV,2005,1,0.891534392,21,21,18.72222222,0.975308642,0.666666667,0.824074074,1,0.935185185,0.833333333
2225,El Salvador,SLV,2006,1,0.904444444,25,25,22.61111111,0.974358974,0.666666667,0.824074074,1,0.944444444,0.833333333
2226,El Salvador,SLV,2007,1,0.904444444,25,25,22.61111111,0.974358974,0.666666667,0.824074074,1,0.944444444,0.833333333
2227,El Salvador,SLV,2008,1,0.904444444,25,25,22.61111111,0.974358974,0.666666667,0.824074074,1,0.944444444,0.833333333
2228,El Salvador,SLV,2009,1,0.904444444,25,25,22.61111111,0.974358974,0.666666667,0.824074074,1,0.944444444,0.833333333
2229,El Salvador,SLV,2010,1,0.907407407,27,27,24.5,0.976190476,0.666666667,0.833333333,1,0.944444444,0.833333333
2230,El Salvador,SLV,2011,1,0.921875,32,32,29.5,0.976190476,0.666666667,0.833333333,1,0.944444444,0.892857143
2231,El Salvador,SLV,2012,1,0.921875,32,32,29.5,0.976190476,0.666666667,0.833333333,1,0.944444444,0.892857143
2232,El Salvador,SLV,2013,1,0.921875,32,32,29.5,0.976190476,0.666666667,0.833333333,1,0.944444444,0.892857143
2233,El Salvador,SLV,2014,1,0.921875,32,32,29.5,0.976190476,0.666666667,0.833333333,1,0.944444444,0.892857143
2234,El Salvador,SLV,2015,1,0.91468254,28,28,25.61111111,0.977777778,0.666666667,0.833333333,1,0.936507937,0.892857143
2235,El Salvador,SLV,2016,1,0.92037037,30,30,27.61111111,0.981481481,0.666666667,0.833333333,1,0.944444444,0.892857143
2236,El Salvador,SLV,2017,1,0.92037037,30,30,27.61111111,0.981481481,0.666666667,0.833333333,1,0.944444444,0.892857143
2237,El Salvador,SLV,2018,1,0.92037037,30,30,27.61111111,0.981481481,0.666666667,0.833333333,1,0.944444444,0.892857143
2238,El Salvador,SLV,2019,1,0.92037037,30,30,27.61111111,0.981481481,0.666666667,0.833333333,1,0.944444444,0.892857143
2239,El Salvador,SLV,2020,1,0.92037037,30,30,27.61111111,0.981481481,0.666666667,0.833333333,1,0.944444444,0.892857143
2240,El Salvador,SLV,2021,1,0.92037037,30,30,27.61111111,0.981481481,0.666666667,0.833333333,1,0.944444444,0.892857143
2241,El Salvador,SLV,2022,1,0.910493827,18,18,16.38888889,1,0.666666667,0.847222222,1,0.981481481,0.875
2242,El Salvador,SLV,2023,0.888888889,0.811728395,18,16,14.61111111,1,0.666666667,0.402777778,1,0.685185185,0.875
2243,El Salvador,SLV,2024,0.925925926,0.862139918,27,25,23.27777778,1,0.666666667,0.402777778,1,0.73015873,0.908333333
2244,El Salvador,SLV,2025,0.941176471,0.870915033,34,32,29.61111111,1,0.666666667,0.618055556,1,0.73015873,0.907407407
